,natural_gas_price_euro_mwh_obs,coal_price_euro_mwh_obs,co2_price_euro_t_obs,ro_coal_capa_available_MW_obs,ro_gas_capa_available_MW_obs,ro_day_ahead_price_euro_mwh_obs,ro_nuclear_capa_available_MW_obs
2020-11-04 06:00:00+00:00,,,,828.0,2709.4,47.54,1300.0
2020-11-04 07:00:00+00:00,,,,828.0,2709.4,48.19,1300.0
2020-11-04 08:00:00+00:00,,,,828.0,2709.4,46.96,1170.0
2020-11-04 09:00:00+00:00,,,,828.0,2709.4,46.42,1170.0
2020-11-04 10:00:00+00:00,,,,828.0,2709.4,43.68,1300.0
2020-11-04 11:00:00+00:00,,,,828.0,2709.4,45.95,1300.0
2020-11-04 12:00:00+00:00,,,,828.0,2709.4,43.73,1300.0
2020-11-04 13:00:00+00:00,,,,828.0,2709.4,45.49,1300.0
2020-11-04 14:00:00+00:00,,,,828.0,2709.4,48.0,1300.0
2020-11-04 15:00:00+00:00,,,,828.0,2709.4,52.83,1300.0
2020-11-04 16:00:00+00:00,,,,828.0,2709.4,53.83,1300.0
2020-11-04 17:00:00+00:00,,,,828.0,2709.4,53.35,1300.0
2020-11-04 18:00:00+00:00,,,,828.0,2709.4,48.57,1300.0
2020-11-04 19:00:00+00:00,,,,828.0,2709.4,45.01,1300.0
2020-11-04 20:00:00+00:00,,,,828.0,2709.4,39.2,1300.0
2020-11-04 21:00:00+00:00,,,,828.0,2709.4,37.17,1300.0
2020-11-04 22:00:00+00:00,,,,828.0,2709.4,33.2,1300.0
2020-11-04 23:00:00+00:00,,,,1023.0,2709.4,32.5,1300.0
2020-11-05 00:00:00+00:00,12.549,6.282857142857143,25.98,913.0,2709.4,31.79,1300.0
2020-11-05 01:00:00+00:00,,,,913.0,2709.4,30.77,1300.0
2020-11-05 02:00:00+00:00,,,,913.0,2709.4,29.58,1300.0
2020-11-05 03:00:00+00:00,,,,913.0,2709.4,31.65,1300.0
2020-11-05 04:00:00+00:00,,,,913.0,2709.4,33.93,1300.0
2020-11-05 05:00:00+00:00,,,,913.0,2709.4,42.4,1300.0
2020-11-05 06:00:00+00:00,,,,913.0,2709.4,48.0,1300.0
2020-11-05 07:00:00+00:00,,,,913.0,2709.4,51.05,1300.0
2020-11-05 08:00:00+00:00,,,,913.0,2709.4,47.11,1300.0
2020-11-05 09:00:00+00:00,,,,913.0,2709.4,44.78,1300.0
2020-11-05 10:00:00+00:00,,,,913.0,2709.4,41.09,1300.0
2020-11-05 11:00:00+00:00,,,,913.0,2709.4,40.47,1300.0
2020-11-05 12:00:00+00:00,,,,913.0,2709.4,38.91,1300.0
2020-11-05 13:00:00+00:00,,,,913.0,2709.4,40.56,1300.0
2020-11-05 14:00:00+00:00,,,,913.0,2709.4,41.09,1300.0
2020-11-05 15:00:00+00:00,,,,913.0,2709.4,49.1,1300.0
2020-11-05 16:00:00+00:00,,,,913.0,2709.4,52.98,1300.0
2020-11-05 17:00:00+00:00,,,,913.0,2709.4,53.47,1300.0
2020-11-05 18:00:00+00:00,,,,913.0,2709.4,48.56,1300.0
2020-11-05 19:00:00+00:00,,,,913.0,2709.4,42.65,1300.0
2020-11-05 20:00:00+00:00,,,,913.0,2709.4,36.61,1300.0
2020-11-05 21:00:00+00:00,,,,913.0,2709.4,36.11,1300.0
2020-11-05 22:00:00+00:00,,,,913.0,2709.4,32.96,1300.0
2020-11-05 23:00:00+00:00,,,,913.0,2709.4,31.66,1300.0
2020-11-06 00:00:00+00:00,12.696,6.267142857142858,25.43,913.0,2709.4,30.2,1300.0
2020-11-06 01:00:00+00:00,,,,913.0,2709.4,29.67,1300.0
2020-11-06 02:00:00+00:00,,,,913.0,2709.4,29.3,1300.0
2020-11-06 03:00:00+00:00,,,,913.0,2709.4,29.81,1300.0
2020-11-06 04:00:00+00:00,,,,913.0,2709.4,33.0,1300.0
2020-11-06 05:00:00+00:00,,,,913.0,2709.4,40.15,1300.0
2020-11-06 06:00:00+00:00,,,,913.0,2709.4,48.0,1300.0
2020-11-06 07:00:00+00:00,,,,913.0,2709.4,50.4,1300.0
2020-11-06 08:00:00+00:00,,,,913.0,2709.4,46.98,1300.0
2020-11-06 09:00:00+00:00,,,,913.0,2709.4,42.95,1300.0
2020-11-06 10:00:00+00:00,,,,913.0,2709.4,40.78,1300.0
2020-11-06 11:00:00+00:00,,,,913.0,2709.4,39.84,1300.0
2020-11-06 12:00:00+00:00,,,,913.0,2709.4,39.41,1300.0
2020-11-06 13:00:00+00:00,,,,913.0,2709.4,42.28,1300.0
2020-11-06 14:00:00+00:00,,,,913.0,2709.4,45.93,1300.0
2020-11-06 15:00:00+00:00,,,,913.0,2709.4,51.64,1300.0
2020-11-06 16:00:00+00:00,,,,913.0,2709.4,56.0,1300.0
2020-11-06 17:00:00+00:00,,,,913.0,2709.4,54.97,1300.0
2020-11-06 18:00:00+00:00,,,,913.0,2709.4,49.1,1300.0
2020-11-06 19:00:00+00:00,,,,913.0,2709.4,44.11,1300.0
2020-11-06 20:00:00+00:00,,,,913.0,2709.4,38.64,1300.0
2020-11-06 21:00:00+00:00,,,,913.0,2709.4,37.52,1300.0
2020-11-06 22:00:00+00:00,,,,913.0,2709.4,34.0,1300.0
2020-11-06 23:00:00+00:00,,,,1023.0,2709.4,33.08,1300.0
2020-11-07 00:00:00+00:00,12.078,,,913.0,2709.4,30.83,1300.0
2020-11-07 01:00:00+00:00,,,,913.0,2709.4,28.5,1300.0
2020-11-07 02:00:00+00:00,,,,913.0,2709.4,28.4,1300.0
2020-11-07 03:00:00+00:00,,,,913.0,2709.4,28.14,1300.0
2020-11-07 04:00:00+00:00,,,,913.0,2709.4,28.57,1300.0
2020-11-07 05:00:00+00:00,,,,913.0,2709.4,30.07,1300.0
2020-11-07 06:00:00+00:00,,,,913.0,2709.4,36.65,1300.0
2020-11-07 07:00:00+00:00,,,,913.0,2709.4,35.97,1300.0
2020-11-07 08:00:00+00:00,,,,913.0,2709.4,35.98,1300.0
2020-11-07 09:00:00+00:00,,,,913.0,2709.4,34.73,1300.0
2020-11-07 10:00:00+00:00,,,,913.0,2709.4,34.73,1300.0
2020-11-07 11:00:00+00:00,,,,913.0,2709.4,34.51,1300.0
2020-11-07 12:00:00+00:00,,,,913.0,2709.4,34.05,1300.0
2020-11-07 13:00:00+00:00,,,,913.0,2709.4,36.39,1300.0
2020-11-07 14:00:00+00:00,,,,913.0,2709.4,41.52,1300.0
2020-11-07 15:00:00+00:00,,,,913.0,2709.4,50.56,1300.0
2020-11-07 16:00:00+00:00,,,,913.0,2709.4,51.95,1300.0
2020-11-07 17:00:00+00:00,,,,913.0,2709.4,50.47,1300.0
2020-11-07 18:00:00+00:00,,,,913.0,2709.4,48.34,1300.0
2020-11-07 19:00:00+00:00,,,,913.0,2709.4,46.0,1300.0
2020-11-07 20:00:00+00:00,,,,913.0,2709.4,41.77,1300.0
2020-11-07 21:00:00+00:00,,,,913.0,2709.4,38.7,1300.0
2020-11-07 22:00:00+00:00,,,,913.0,2709.4,33.31,1300.0
2020-11-07 23:00:00+00:00,,,,913.0,2709.4,32.94,1300.0
2020-11-08 00:00:00+00:00,12.078,,,913.0,2709.4,30.41,1300.0
2020-11-08 01:00:00+00:00,,,,913.0,2709.4,29.08,1300.0
2020-11-08 02:00:00+00:00,,,,913.0,2709.4,28.22,1300.0
2020-11-08 03:00:00+00:00,,,,913.0,2709.4,28.1,1300.0
2020-11-08 04:00:00+00:00,,,,913.0,2709.4,28.56,1300.0
2020-11-08 05:00:00+00:00,,,,913.0,2709.4,29.24,1300.0
2020-11-08 06:00:00+00:00,,,,913.0,2709.4,28.69,1300.0
2020-11-08 07:00:00+00:00,,,,913.0,2709.4,30.26,1300.0
2020-11-08 08:00:00+00:00,,,,913.0,2709.4,32.17,1300.0
2020-11-08 09:00:00+00:00,,,,913.0,2709.4,32.01,1300.0
2020-11-08 10:00:00+00:00,,,,913.0,2709.4,31.5,1300.0
2020-11-08 11:00:00+00:00,,,,913.0,2709.4,30.6,1300.0
2020-11-08 12:00:00+00:00,,,,913.0,2709.4,30.25,1300.0
2020-11-08 13:00:00+00:00,,,,913.0,2709.4,31.91,1300.0
2020-11-08 14:00:00+00:00,,,,913.0,2709.4,35.98,1300.0
2020-11-08 15:00:00+00:00,,,,913.0,2709.4,45.0,1300.0
2020-11-08 16:00:00+00:00,,,,913.0,2709.4,46.97,1300.0
2020-11-08 17:00:00+00:00,,,,913.0,2709.4,46.5,1300.0
2020-11-08 18:00:00+00:00,,,,913.0,2709.4,46.15,1300.0
2020-11-08 19:00:00+00:00,,,,913.0,2709.4,44.3,1300.0
2020-11-08 20:00:00+00:00,,,,913.0,2709.4,40.48,1300.0
2020-11-08 21:00:00+00:00,,,,913.0,2709.4,38.16,1300.0
2020-11-08 22:00:00+00:00,,,,913.0,2709.4,34.09,1300.0
2020-11-08 23:00:00+00:00,,,,1023.0,2709.4,33.03,1300.0
2020-11-09 00:00:00+00:00,12.079,6.161428571428572,26.55,1023.0,2709.4,32.0,1300.0
2020-11-09 01:00:00+00:00,,,,1023.0,2709.4,30.9,1300.0
2020-11-09 02:00:00+00:00,,,,1023.0,2709.4,30.53,1300.0
2020-11-09 03:00:00+00:00,,,,1023.0,2709.4,31.44,1300.0
2020-11-09 04:00:00+00:00,,,,1023.0,2709.4,35.0,1300.0
2020-11-09 05:00:00+00:00,,,,1023.0,2709.4,47.87,1300.0
2020-11-09 06:00:00+00:00,,,,1023.0,2709.4,53.68,1300.0
2020-11-09 07:00:00+00:00,,,,938.0,2709.4,55.44,1300.0
2020-11-09 08:00:00+00:00,,,,938.0,2709.4,52.8,1300.0
2020-11-09 09:00:00+00:00,,,,938.0,2709.4,49.96,1300.0
2020-11-09 10:00:00+00:00,,,,938.0,2709.4,50.92,1300.0
2020-11-09 11:00:00+00:00,,,,938.0,2709.4,49.99,1300.0
2020-11-09 12:00:00+00:00,,,,938.0,2709.4,49.62,1300.0
2020-11-09 13:00:00+00:00,,,,938.0,2709.4,50.96,1300.0
2020-11-09 14:00:00+00:00,,,,938.0,2709.4,52.01,1300.0
2020-11-09 15:00:00+00:00,,,,938.0,2709.4,57.12,1300.0
2020-11-09 16:00:00+00:00,,,,938.0,2709.4,63.81,1300.0
2020-11-09 17:00:00+00:00,,,,938.0,2709.4,59.22,1300.0
2020-11-09 18:00:00+00:00,,,,938.0,2709.4,55.07,1300.0
2020-11-09 19:00:00+00:00,,,,938.0,2709.4,49.03,1300.0
2020-11-09 20:00:00+00:00,,,,938.0,2709.4,44.55,1300.0
2020-11-09 21:00:00+00:00,,,,828.0,2709.4,41.17,1300.0
2020-11-09 22:00:00+00:00,,,,828.0,2709.4,37.59,1300.0
2020-11-09 23:00:00+00:00,,,,828.0,2793.4,36.01,1300.0
2020-11-10 00:00:00+00:00,12.403,6.171428571428572,26.22,828.0,2793.4,35.97,1300.0
2020-11-10 01:00:00+00:00,,,,828.0,2793.4,34.46,1300.0
2020-11-10 02:00:00+00:00,,,,828.0,2793.4,34.0,1300.0
2020-11-10 03:00:00+00:00,,,,828.0,2793.4,34.91,1300.0
2020-11-10 04:00:00+00:00,,,,828.0,2793.4,37.11,1300.0
2020-11-10 05:00:00+00:00,,,,828.0,2793.4,46.31,1300.0
2020-11-10 06:00:00+00:00,,,,828.0,2793.4,50.62,1300.0
2020-11-10 07:00:00+00:00,,,,828.0,2793.4,54.02,1300.0
2020-11-10 08:00:00+00:00,,,,828.0,2709.4,51.7,1300.0
2020-11-10 09:00:00+00:00,,,,828.0,2709.4,50.07,1300.0
2020-11-10 10:00:00+00:00,,,,828.0,2709.4,49.59,1300.0
2020-11-10 11:00:00+00:00,,,,828.0,2709.4,49.51,1300.0
2020-11-10 12:00:00+00:00,,,,828.0,2709.4,49.51,1300.0
2020-11-10 13:00:00+00:00,,,,828.0,2709.4,50.91,1300.0
2020-11-10 14:00:00+00:00,,,,828.0,2709.4,52.91,1300.0
2020-11-10 15:00:00+00:00,,,,828.0,2709.4,56.87,1300.0
2020-11-10 16:00:00+00:00,,,,828.0,2709.4,72.2,1300.0
2020-11-10 17:00:00+00:00,,,,828.0,2709.4,65.16,1300.0
2020-11-10 18:00:00+00:00,,,,828.0,2709.4,58.78,1300.0
2020-11-10 19:00:00+00:00,,,,828.0,2709.4,51.47,1300.0
2020-11-10 20:00:00+00:00,,,,828.0,2709.4,47.26,1300.0
2020-11-10 21:00:00+00:00,,,,828.0,2709.4,44.7,1300.0
2020-11-10 22:00:00+00:00,,,,828.0,2709.4,38.29,1300.0
2020-11-10 23:00:00+00:00,,,,828.0,2709.4,35.32,1300.0
2020-11-11 00:00:00+00:00,12.86,6.3,26.12,743.0,2709.4,35.51,1300.0
2020-11-11 01:00:00+00:00,,,,743.0,2709.4,34.01,1300.0
2020-11-11 02:00:00+00:00,,,,743.0,2709.4,33.77,1300.0
2020-11-11 03:00:00+00:00,,,,743.0,2709.4,33.29,1300.0
2020-11-11 04:00:00+00:00,,,,743.0,2709.4,36.97,1300.0
2020-11-11 05:00:00+00:00,,,,743.0,2709.4,46.97,1300.0
2020-11-11 06:00:00+00:00,,,,743.0,2709.4,54.69,1300.0
2020-11-11 07:00:00+00:00,,,,743.0,2709.4,57.0,1300.0
2020-11-11 08:00:00+00:00,,,,743.0,2709.4,55.01,1300.0
2020-11-11 09:00:00+00:00,,,,743.0,2709.4,53.0,1300.0
2020-11-11 10:00:00+00:00,,,,743.0,2709.4,53.98,1300.0
2020-11-11 11:00:00+00:00,,,,743.0,2709.4,52.35,1300.0
2020-11-11 12:00:00+00:00,,,,743.0,2709.4,52.09,1300.0
2020-11-11 13:00:00+00:00,,,,743.0,2709.4,52.84,1300.0
2020-11-11 14:00:00+00:00,,,,743.0,2709.4,64.91,1300.0
2020-11-11 15:00:00+00:00,,,,743.0,2709.4,68.72,1300.0
2020-11-11 16:00:00+00:00,,,,828.0,2709.4,77.98,1300.0
2020-11-11 17:00:00+00:00,,,,828.0,2709.4,71.31,1300.0
2020-11-11 18:00:00+00:00,,,,828.0,2709.4,65.54,1300.0
2020-11-11 19:00:00+00:00,,,,828.0,2709.4,53.68,1300.0
2020-11-11 20:00:00+00:00,,,,828.0,2709.4,47.6,1300.0
2020-11-11 21:00:00+00:00,,,,828.0,2709.4,43.79,1300.0
2020-11-11 22:00:00+00:00,,,,828.0,2709.4,36.5,1300.0
2020-11-11 23:00:00+00:00,,,,938.0,2793.4,35.24,1300.0
2020-11-12 00:00:00+00:00,13.245,6.457142857142857,25.92,938.0,2709.4,32.79,1300.0
2020-11-12 01:00:00+00:00,,,,938.0,2709.4,29.99,1300.0
2020-11-12 02:00:00+00:00,,,,938.0,2709.4,28.63,1300.0
2020-11-12 03:00:00+00:00,,,,938.0,2709.4,32.97,1300.0
2020-11-12 04:00:00+00:00,,,,938.0,2709.4,42.26,1300.0
2020-11-12 05:00:00+00:00,,,,938.0,2709.4,52.65,1300.0
2020-11-12 06:00:00+00:00,,,,938.0,2709.4,59.87,1300.0
2020-11-12 07:00:00+00:00,,,,938.0,2709.4,60.35,1300.0
2020-11-12 08:00:00+00:00,,,,938.0,2709.4,62.34,1300.0
2020-11-12 09:00:00+00:00,,,,938.0,2709.4,59.55,1300.0
2020-11-12 10:00:00+00:00,,,,938.0,2709.4,60.18,1300.0
2020-11-12 11:00:00+00:00,,,,938.0,2709.4,61.83,1300.0
2020-11-12 12:00:00+00:00,,,,938.0,2709.4,61.57,1300.0
2020-11-12 13:00:00+00:00,,,,938.0,2709.4,65.55,1300.0
2020-11-12 14:00:00+00:00,,,,938.0,2709.4,87.54,1300.0
2020-11-12 15:00:00+00:00,,,,938.0,2709.4,94.1,1300.0
2020-11-12 16:00:00+00:00,,,,938.0,2709.4,94.1,1300.0
2020-11-12 17:00:00+00:00,,,,938.0,2709.4,78.96,1300.0
2020-11-12 18:00:00+00:00,,,,938.0,2709.4,65.97,1300.0
2020-11-12 19:00:00+00:00,,,,938.0,2709.4,54.21,1300.0
2020-11-12 20:00:00+00:00,,,,938.0,2709.4,51.99,1300.0
2020-11-12 21:00:00+00:00,,,,938.0,2709.4,48.08,1300.0
2020-11-12 22:00:00+00:00,,,,938.0,2709.4,38.95,1300.0
2020-11-12 23:00:00+00:00,,,,938.0,2709.4,39.29,1300.0
2020-11-13 00:00:00+00:00,13.301,6.522857142857143,26.29,938.0,2709.4,35.78,1300.0
2020-11-13 01:00:00+00:00,,,,938.0,2709.4,33.17,1300.0
2020-11-13 02:00:00+00:00,,,,938.0,2709.4,33.08,1300.0
2020-11-13 03:00:00+00:00,,,,938.0,2709.4,35.12,1300.0
2020-11-13 04:00:00+00:00,,,,938.0,2709.4,44.99,1300.0
2020-11-13 05:00:00+00:00,,,,938.0,2709.4,56.1,1300.0
2020-11-13 06:00:00+00:00,,,,938.0,2709.4,69.75,1300.0
2020-11-13 07:00:00+00:00,,,,938.0,2709.4,73.96,1300.0
2020-11-13 08:00:00+00:00,,,,938.0,2709.4,78.61,1300.0
2020-11-13 09:00:00+00:00,,,,938.0,2709.4,69.5,1300.0
2020-11-13 10:00:00+00:00,,,,938.0,2709.4,66.88,1300.0
2020-11-13 11:00:00+00:00,,,,938.0,2709.4,65.53,1300.0
2020-11-13 12:00:00+00:00,,,,938.0,2709.4,63.12,1300.0
2020-11-13 13:00:00+00:00,,,,938.0,2709.4,65.43,1300.0
2020-11-13 14:00:00+00:00,,,,938.0,2709.4,70.05,1300.0
2020-11-13 15:00:00+00:00,,,,938.0,2709.4,74.92,1300.0
2020-11-13 16:00:00+00:00,,,,938.0,2709.4,80.53,1300.0
2020-11-13 17:00:00+00:00,,,,938.0,2709.4,72.18,1300.0
2020-11-13 18:00:00+00:00,,,,938.0,2709.4,64.95,1300.0
2020-11-13 19:00:00+00:00,,,,938.0,2709.4,54.94,1300.0
2020-11-13 20:00:00+00:00,,,,938.0,2709.4,50.84,1300.0
2020-11-13 21:00:00+00:00,,,,938.0,2709.4,48.43,1300.0
2020-11-13 22:00:00+00:00,,,,938.0,2709.4,39.53,1300.0
2020-11-13 23:00:00+00:00,,,,938.0,2877.4,44.43,1300.0
2020-11-14 00:00:00+00:00,13.427,,,1023.0,2709.4,34.71,1300.0
2020-11-14 01:00:00+00:00,,,,1023.0,2709.4,33.01,1300.0
2020-11-14 02:00:00+00:00,,,,1023.0,2709.4,32.29,1300.0
2020-11-14 03:00:00+00:00,,,,1023.0,2709.4,32.23,1300.0
2020-11-14 04:00:00+00:00,,,,1023.0,2709.4,35.8,1300.0
2020-11-14 05:00:00+00:00,,,,1023.0,2709.4,41.5,1300.0
2020-11-14 06:00:00+00:00,,,,1023.0,2709.4,43.98,1300.0
2020-11-14 07:00:00+00:00,,,,1023.0,2709.4,46.22,1300.0
2020-11-14 08:00:00+00:00,,,,1023.0,2709.4,48.03,1300.0
2020-11-14 09:00:00+00:00,,,,1023.0,2709.4,48.09,1300.0
2020-11-14 10:00:00+00:00,,,,1023.0,2709.4,48.21,1300.0
2020-11-14 11:00:00+00:00,,,,1023.0,2709.4,47.71,1300.0
2020-11-14 12:00:00+00:00,,,,1023.0,2709.4,45.35,1300.0
2020-11-14 13:00:00+00:00,,,,1023.0,2709.4,45.9,1300.0
2020-11-14 14:00:00+00:00,,,,1023.0,2793.4,45.95,1300.0
2020-11-14 15:00:00+00:00,,,,1023.0,2793.4,54.57,1300.0
2020-11-14 16:00:00+00:00,,,,1023.0,2793.4,55.44,1300.0
2020-11-14 17:00:00+00:00,,,,1023.0,2793.4,51.2,1300.0
2020-11-14 18:00:00+00:00,,,,1023.0,2793.4,49.16,1300.0
2020-11-14 19:00:00+00:00,,,,1023.0,2793.4,48.81,1300.0
2020-11-14 20:00:00+00:00,,,,1023.0,2793.4,44.16,1300.0
2020-11-14 21:00:00+00:00,,,,1023.0,2793.4,40.54,1300.0
2020-11-14 22:00:00+00:00,,,,1023.0,2793.4,36.49,1300.0
2020-11-14 23:00:00+00:00,,,,1133.0,2793.4,40.43,1300.0
2020-11-15 00:00:00+00:00,13.427,,,1023.0,2793.4,34.71,1300.0
2020-11-15 01:00:00+00:00,,,,1023.0,2793.4,30.8,1300.0
2020-11-15 02:00:00+00:00,,,,1023.0,2793.4,28.22,1300.0
2020-11-15 03:00:00+00:00,,,,1023.0,2793.4,28.98,1300.0
2020-11-15 04:00:00+00:00,,,,1023.0,2793.4,33.0,1300.0
2020-11-15 05:00:00+00:00,,,,1023.0,2793.4,34.71,1300.0
2020-11-15 06:00:00+00:00,,,,1023.0,2793.4,40.46,1300.0
2020-11-15 07:00:00+00:00,,,,1023.0,2793.4,41.08,1300.0
2020-11-15 08:00:00+00:00,,,,1023.0,2793.4,44.38,1300.0
2020-11-15 09:00:00+00:00,,,,1023.0,2709.4,45.18,1300.0
2020-11-15 10:00:00+00:00,,,,1023.0,2709.4,45.82,1300.0
2020-11-15 11:00:00+00:00,,,,1023.0,2709.4,43.27,1300.0
2020-11-15 12:00:00+00:00,,,,1023.0,2793.4,39.01,1300.0
2020-11-15 13:00:00+00:00,,,,1023.0,2793.4,41.5,1300.0
2020-11-15 14:00:00+00:00,,,,1023.0,2793.4,47.03,1300.0
2020-11-15 15:00:00+00:00,,,,1023.0,2793.4,59.9,1300.0
2020-11-15 16:00:00+00:00,,,,1023.0,2793.4,64.93,1300.0
2020-11-15 17:00:00+00:00,,,,1023.0,2793.4,64.98,1300.0
2020-11-15 18:00:00+00:00,,,,1023.0,2793.4,60.94,1300.0
2020-11-15 19:00:00+00:00,,,,1023.0,2793.4,53.92,1300.0
2020-11-15 20:00:00+00:00,,,,1023.0,2793.4,44.04,1300.0
2020-11-15 21:00:00+00:00,,,,1023.0,2793.4,37.18,1300.0
2020-11-15 22:00:00+00:00,,,,1023.0,2793.4,32.2,1300.0
2020-11-15 23:00:00+00:00,,,,1023.0,2793.4,34.07,1300.0
2020-11-16 00:00:00+00:00,13.386,6.570000000000001,27.23,1023.0,2793.4,29.77,1300.0
2020-11-16 01:00:00+00:00,,,,1023.0,2793.4,29.37,1300.0
2020-11-16 02:00:00+00:00,,,,1023.0,2793.4,29.37,1300.0
2020-11-16 03:00:00+00:00,,,,1023.0,2793.4,30.59,1300.0
2020-11-16 04:00:00+00:00,,,,1023.0,2793.4,44.98,1300.0
2020-11-16 05:00:00+00:00,,,,1023.0,2793.4,52.35,1300.0
2020-11-16 06:00:00+00:00,,,,1023.0,2793.4,57.1,1300.0
2020-11-16 07:00:00+00:00,,,,1023.0,2793.4,61.07,1300.0
2020-11-16 08:00:00+00:00,,,,1023.0,2793.4,64.94,1300.0
2020-11-16 09:00:00+00:00,,,,1023.0,2793.4,60.9,1300.0
2020-11-16 10:00:00+00:00,,,,1023.0,2793.4,66.52,1300.0
2020-11-16 11:00:00+00:00,,,,1023.0,2793.4,68.88,1300.0
2020-11-16 12:00:00+00:00,,,,1023.0,2793.4,69.74,1300.0
2020-11-16 13:00:00+00:00,,,,938.0,2793.4,67.0,1300.0
2020-11-16 14:00:00+00:00,,,,938.0,2793.4,68.98,1300.0
2020-11-16 15:00:00+00:00,,,,938.0,2793.4,82.41,1300.0
2020-11-16 16:00:00+00:00,,,,938.0,2793.4,79.32,1300.0
2020-11-16 17:00:00+00:00,,,,938.0,2793.4,66.42,1300.0
2020-11-16 18:00:00+00:00,,,,938.0,2793.4,60.05,1300.0
2020-11-16 19:00:00+00:00,,,,1023.0,2793.4,60.42,1300.0
2020-11-16 20:00:00+00:00,,,,1023.0,2793.4,49.09,1300.0
2020-11-16 21:00:00+00:00,,,,1023.0,2793.4,47.03,1300.0
2020-11-16 22:00:00+00:00,,,,1023.0,2793.4,40.59,1300.0
2020-11-16 23:00:00+00:00,,,,1023.0,2793.4,40.95,1300.0
2020-11-17 00:00:00+00:00,13.564,6.514285714285714,26.64,1023.0,2793.4,35.99,1300.0
2020-11-17 01:00:00+00:00,,,,1023.0,2793.4,33.88,1300.0
2020-11-17 02:00:00+00:00,,,,1023.0,2793.4,32.69,1300.0
2020-11-17 03:00:00+00:00,,,,1023.0,2793.4,34.54,1300.0
2020-11-17 04:00:00+00:00,,,,1023.0,2793.4,45.83,1300.0
2020-11-17 05:00:00+00:00,,,,1023.0,2793.4,52.0,1300.0
2020-11-17 06:00:00+00:00,,,,1023.0,2793.4,61.0,1300.0
2020-11-17 07:00:00+00:00,,,,1023.0,2793.4,62.99,1300.0
2020-11-17 08:00:00+00:00,,,,1023.0,2793.4,58.0,1300.0
2020-11-17 09:00:00+00:00,,,,1023.0,2793.4,55.04,1300.0
2020-11-17 10:00:00+00:00,,,,1023.0,2793.4,56.01,1300.0
2020-11-17 11:00:00+00:00,,,,1023.0,2793.4,56.55,1300.0
2020-11-17 12:00:00+00:00,,,,1023.0,2793.4,55.04,1300.0
2020-11-17 13:00:00+00:00,,,,1023.0,2793.4,54.47,1300.0
2020-11-17 14:00:00+00:00,,,,1023.0,2793.4,58.51,1300.0
2020-11-17 15:00:00+00:00,,,,1023.0,2793.4,64.26,1300.0
2020-11-17 16:00:00+00:00,,,,1023.0,2793.4,67.43,1300.0
2020-11-17 17:00:00+00:00,,,,1023.0,2793.4,59.06,1300.0
2020-11-17 18:00:00+00:00,,,,1023.0,2793.4,58.0,1300.0
2020-11-17 19:00:00+00:00,,,,1023.0,2793.4,51.94,1300.0
2020-11-17 20:00:00+00:00,,,,1023.0,2793.4,44.03,1300.0
2020-11-17 21:00:00+00:00,,,,1023.0,2793.4,44.91,1300.0
2020-11-17 22:00:00+00:00,,,,1023.0,2793.4,37.68,1300.0
2020-11-17 23:00:00+00:00,,,,1023.0,2793.4,37.74,1300.0
2020-11-18 00:00:00+00:00,13.05,6.572857142857143,27.19,1023.0,2793.4,33.99,1300.0
2020-11-18 01:00:00+00:00,,,,1023.0,2793.4,31.62,1300.0
2020-11-18 02:00:00+00:00,,,,1023.0,2793.4,30.56,1300.0
2020-11-18 03:00:00+00:00,,,,1023.0,2793.4,32.02,1300.0
2020-11-18 04:00:00+00:00,,,,1023.0,2793.4,38.8,1300.0
2020-11-18 05:00:00+00:00,,,,1023.0,2793.4,47.55,1300.0
2020-11-18 06:00:00+00:00,,,,1023.0,2793.4,56.98,1300.0
2020-11-18 07:00:00+00:00,,,,1023.0,2793.4,57.07,1300.0
2020-11-18 08:00:00+00:00,,,,1023.0,2793.4,56.53,1160.0
2020-11-18 09:00:00+00:00,,,,803.0,2793.4,55.57,1160.0
2020-11-18 10:00:00+00:00,,,,803.0,2793.4,54.99,1300.0
2020-11-18 11:00:00+00:00,,,,803.0,2793.4,52.0,1300.0
2020-11-18 12:00:00+00:00,,,,803.0,2793.4,51.33,1300.0
2020-11-18 13:00:00+00:00,,,,1023.0,2793.4,50.88,1300.0
2020-11-18 14:00:00+00:00,,,,1023.0,2793.4,54.0,1300.0
2020-11-18 15:00:00+00:00,,,,1023.0,2793.4,60.97,1300.0
2020-11-18 16:00:00+00:00,,,,1023.0,2793.4,62.07,1300.0
2020-11-18 17:00:00+00:00,,,,1023.0,2793.4,62.09,1300.0
2020-11-18 18:00:00+00:00,,,,1023.0,2793.4,59.79,1300.0
2020-11-18 19:00:00+00:00,,,,1023.0,2793.4,54.97,1300.0
2020-11-18 20:00:00+00:00,,,,1023.0,2793.4,46.53,1300.0
2020-11-18 21:00:00+00:00,,,,1023.0,2793.4,46.2,1300.0
2020-11-18 22:00:00+00:00,,,,1023.0,2793.4,39.92,1300.0
2020-11-18 23:00:00+00:00,,,,1023.0,2793.4,35.41,1300.0
2020-11-19 00:00:00+00:00,13.082,6.505714285714286,26.35,1023.0,2793.4,30.09,1300.0
2020-11-19 01:00:00+00:00,,,,1023.0,2793.4,27.79,1300.0
2020-11-19 02:00:00+00:00,,,,1023.0,2793.4,27.48,1300.0
2020-11-19 03:00:00+00:00,,,,1023.0,2793.4,31.12,1300.0
